player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Antwain Walker,76613,CB,N ILLINOIS,6,0,0,254,58.3,0,0,1,1.0,0.0,0,2,0.0,0,104,1,0,0,0,0,0,0.0,,0,,0,42,0,0
Elmore Hempstead Jr.,76621,CB,KANSAS,9,0,0,198,,0,0,1,0.8,0.0,0,0,0.0,0,126,1,0,0,0,0,0,0.0,,0,,0,22,0,0
Jaiden Woodbey,76624,LB,FLORIDA ST,12,2,0,167,72.1,4,4,42,12.0,9.5,4,1,11.9,1,399,48,9,0,1,1,8,7.1,0.0,0,12.5,0,127,9,2
Asante Samuel Jr.,76625,CB,FLORIDA ST,12,0,0,167,57.5,0,0,1,0.8,0.0,0,3,0.0,0,241,2,0,0,0,0,1,1.2,0.0,0,0.0,0,85,1,0
Elijah Jones,76632,CB,BOSTON COL,4,0,0,121,60.0,0,0,1,2.3,0.0,0,0,0.0,0,44,1,0,0,0,0,0,0.0,,0,,0,18,0,0
Nasir Greer,76638,S,WAKE,11,0,0,339,59.6,0,0,1,0.5,0.0,0,0,0.0,0,199,1,0,0,0,0,0,0.0,,0,,0,45,0,0
Brendan Radley-Hiles,76640,S,OKLAHOMA,12,1,0,261,56.5,1,3,13,3.6,0.0,0,0,15.4,0,389,14,4,0,0,0,4,4.2,0.0,0,0.0,0,119,5,0
Trill Williams,76643,CB,SYRACUSE,12,0,0,304,56.2,1,2,15,6.3,0.0,0,2,10.0,0,238,15,3,0,1,1,5,6.2,0.0,0,20.0,0,81,5,2
Bryson Richardson,76646,CB,N CAROLINA,6,0,0,245,53.8,0,0,6,11.8,0.0,0,1,0.0,0,51,6,0,0,0,0,4,14.3,0.0,0,0.0,0,28,4,0
Trey Morrison,76650,CB,N CAROLINA,11,1,0,245,77.8,1,1,14,3.8,0.0,0,3,28.6,3,371,14,5,1,1,1,7,4.9,0.0,0,42.9,2,143,7,4
Zamari Walton,76654,CB,GA TECH,3,0,0,176,60.0,0,0,1,2.9,0.0,0,0,0.0,0,35,1,0,0,0,0,0,0.0,,0,,0,9,0,0
Juanyeh Thomas,76655,S,GA TECH,9,0,0,176,59.2,0,0,1,3.8,0.0,0,0,0.0,0,26,1,0,0,0,0,0,0.0,,0,,0,13,0,0
Chamarri Conner,76662,S,VA TECH,5,0,0,337,75.0,0,0,1,3.7,0.0,0,0,100.0,1,27,1,1,0,0,0,1,16.7,0.0,0,0.0,0,6,1,0
Jermaine Waller,76664,CB,VA TECH,11,1,0,337,81.7,0,1,3,4.8,33.3,1,0,16.7,0,62,3,1,0,0,0,1,7.1,0.0,0,0.0,0,14,1,0
Nasir Peoples,76665,LB,VA TECH,2,0,0,337,70.5,0,0,2,28.6,0.0,0,0,50.0,1,7,2,1,0,0,0,1,33.3,0.0,0,100.0,1,3,1,1
Tanner Ingle,76667,CB,NC STATE,11,0,0,248,69.9,1,3,16,6.1,18.8,3,1,12.5,0,264,16,4,0,0,2,4,5.3,50.0,2,25.0,0,76,4,2
Al Blades Jr.,76669,CB,MIAMI FL,7,0,0,220,59.2,0,0,1,2.7,0.0,0,0,0.0,0,37,1,0,0,0,0,1,8.3,0.0,0,0.0,0,12,1,0
DJ Ivey,76670,CB,MIAMI FL,8,0,0,220,55.4,0,0,2,6.5,0.0,0,0,0.0,0,31,2,0,0,0,0,0,0.0,,0,,0,5,0,0
Gurvan Hall Jr.,76671,S,MIAMI FL,9,0,0,220,58.9,0,0,1,2.9,0.0,0,0,0.0,0,35,1,0,0,0,0,1,10.0,0.0,0,0.0,0,10,1,0
Michael McMorris,76674,CB,NAVY,9,0,0,237,60.0,0,0,1,1.0,0.0,0,0,0.0,0,101,1,0,0,0,0,0,0.0,,0,,0,21,0,0
Jermaine McMillian,76684,S,UCF,5,0,0,323,59.5,0,0,1,2.0,0.0,0,0,0.0,0,50,1,0,0,0,0,1,4.5,0.0,0,0.0,0,22,1,0
Derek Gainous,76685,S,UCF,1,0,0,323,59.2,0,0,1,7.1,0.0,0,0,0.0,0,14,1,0,0,0,0,0,0.0,,0,,0,7,0,0
Chris Claybrooks,76692,CB,MEMPHIS,8,0,0,218,59.8,0,1,1,1.5,0.0,0,0,50.0,0,68,1,1,0,0,0,0,0.0,,0,,0,31,0,0
Messiah Turner,76699,S,UCONN,4,0,0,146,60.0,0,0,1,3.8,0.0,0,0,0.0,0,26,1,0,0,0,0,0,0.0,,0,,0,9,0,0
Jordan Morrison,76703,S,UCONN,2,0,0,146,59.6,0,0,1,4.2,0.0,0,0,0.0,0,24,1,0,0,0,0,1,6.7,0.0,0,0.0,0,15,1,0
Oneil Robinson,76704,S,UCONN,11,0,0,146,61.6,0,0,4,2.1,0.0,0,2,25.0,1,192,4,1,0,0,0,1,1.8,0.0,0,0.0,0,57,1,0
Ryan Carroll,76706,CB,UCONN,11,0,0,146,58.5,0,0,4,1.6,0.0,0,1,0.0,0,249,4,0,0,0,0,0,0.0,,0,,0,81,0,0
Gleson Sprewell,76707,S,HOUSTON,13,0,0,182,56.9,0,0,1,0.2,0.0,0,2,0.0,0,407,1,0,0,0,0,1,0.8,0.0,0,0.0,0,132,1,0
Michael Witherspoon,76712,CB,E CAROLINA,12,0,1,156,50.6,0,0,3,1.5,0.0,0,3,0.0,0,266,4,0,0,0,0,1,2.5,0.0,0,0.0,0,81,2,0
Warren Saba,76713,CB,E CAROLINA,9,0,0,156,60.0,0,0,1,0.9,0.0,0,1,0.0,0,110,1,0,0,0,0,0,0.0,,0,,0,43,0,0
Nolan Johnson,76714,S,E CAROLINA,12,0,0,156,57.1,1,0,3,2.8,0.0,0,1,16.7,0,143,4,1,0,0,0,0,0.0,,0,,0,51,0,0
Daniel Charles,76716,S,E CAROLINA,12,0,0,156,58.8,0,0,2,1.3,0.0,0,1,0.0,0,155,2,0,0,0,0,0,0.0,,0,,0,48,0,0
Miguel Edwards,76720,CB,OKLAHOMA,4,0,0,261,65.9,0,0,2,8.3,0.0,0,0,0.0,0,36,3,0,0,0,0,2,21.4,0.0,0,0.0,0,14,3,0
Anthony Cook,76724,CB,TEXAS,7,0,0,311,65.6,0,0,3,2.8,0.0,0,2,33.3,1,109,3,1,0,0,0,0,0.0,,0,,1,29,0,1
Caden Sterns,76725,S,TEXAS,13,0,0,311,54.8,0,2,10,2.0,10.0,1,0,20.0,1,498,10,3,0,0,1,4,2.9,25.0,1,12.5,0,138,4,1
B.J. Foster,76728,S,TEXAS,13,1,0,311,74.2,6,12,89,22.7,12.4,11,3,12.4,2,406,92,20,0,6,4,41,32.1,14.6,6,17.1,2,131,42,12
Anthony Johnson Jr.,76736,CB,IOWA STATE,11,0,0,193,50.9,0,0,3,1.3,0.0,0,0,0.0,0,236,3,0,0,0,0,2,3.6,0.0,0,0.0,0,56,2,0
Kevion McGee,76746,CB,KANSAS ST,9,0,0,199,56.0,0,0,3,2.1,0.0,0,2,0.0,0,142,3,0,0,0,0,1,2.1,0.0,0,0.0,0,48,1,0
Lance Robinson,76747,CB,KANSAS ST,4,0,0,199,52.3,0,1,8,9.5,0.0,0,0,6.3,0,84,8,1,0,0,1,3,9.7,0.0,0,16.7,0,31,3,1
Zedrick Raymond,76759,CB,MIAMI OH,12,0,0,221,72.7,0,0,6,1.7,16.7,1,2,16.7,1,360,6,1,0,0,0,4,2.7,25.0,1,25.0,1,150,4,1
Zaire Barnes,76766,S,W MICHIGAN,6,0,0,347,66.7,0,2,3,21.4,33.3,1,0,33.3,0,14,3,2,0,0,1,1,25.0,0.0,0,50.0,0,4,1,1
Caleb Biggers,76772,S,BOWL GREEN,5,0,0,122,57.1,0,1,2,1.8,0.0,0,0,25.0,0,114,2,1,0,0,0,0,0.0,,0,,0,46,0,0
Rolliann Sturkey,76786,S,C MICHIGAN,2,0,0,134,59.2,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Charlie Thomas III,76790,ED,GA TECH,9,1,0,176,60.1,4,8,87,42.5,6.9,6,1,6.9,0,212,90,12,0,1,4,25,41.7,8.0,2,10.0,0,60,25,5
Dennis Briggs Jr.,76792,ED,FLORIDA ST,4,1,0,167,60.5,0,2,20,100.0,5.0,1,0,5.0,0,20,20,2,1,0,1,9,100.0,11.1,1,5.6,0,9,9,1
Jarrett Jackson,76795,ED,LOUISVILLE,11,1,0,210,60.2,1,3,73,97.4,1.4,1,0,4.1,1,77,75,5,0,0,0,22,100.0,0.0,0,0.0,0,23,23,0
Chris Collins,76798,ED,N CAROLINA,6,0,0,245,57.9,1,7,74,95.1,5.4,4,0,6.8,1,82,78,9,0,1,3,29,96.8,6.9,2,6.9,0,31,30,4
Derrick Eason,76805,DI,NC STATE,1,0,0,248,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Joseph Boletepeli,76806,ED,NC STATE,2,0,0,248,56.0,0,0,17,100.0,5.9,1,0,0.0,0,17,17,0,0,0,0,8,100.0,12.5,1,0.0,0,8,8,0
Xavier Thomas,76807,ED,CLEMSON,15,1,0,140,84.2,5,17,147,88.2,18.4,27,1,10.2,4,170,150,26,0,3,9,49,87.5,30.6,15,16.3,2,56,49,14
KJ Henry,76808,ED,CLEMSON,3,0,0,140,62.8,0,0,5,100.0,20.0,1,0,0.0,0,6,6,0,0,0,0,1,100.0,0.0,0,0.0,0,2,2,0
Justin Mascoll,76809,ED,CLEMSON,1,0,0,140,55.2,0,0,5,100.0,0.0,0,0,0.0,0,6,6,0,0,0,0,4,100.0,0.0,0,0.0,0,5,5,0
Myjai Sanders,76816,ED,CINCINNATI,7,0,0,138,53.4,1,1,30,100.0,3.3,1,0,3.3,0,30,30,2,0,1,1,19,100.0,5.3,1,5.3,0,19,19,2
Deven Lamp,76819,ED,TULSA,3,0,0,320,60.9,0,0,15,100.0,6.7,1,0,6.7,1,17,17,1,0,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Cullen Wick,76820,ED,TULSA,12,0,0,320,56.9,0,8,152,100.0,5.9,9,1,3.9,2,162,162,10,0,0,2,25,100.0,8.0,2,4.0,0,25,25,2
Gary Wiley,76821,ED,SMU,8,0,0,287,59.6,3,3,92,83.8,6.5,6,0,5.4,2,111,93,8,0,0,2,33,84.6,15.2,5,9.1,2,39,33,4
Alfred Thomas,76822,DI,TULANE,6,0,0,319,55.0,0,2,33,100.0,3.0,1,0,3.0,0,35,35,2,0,0,1,12,100.0,8.3,1,4.2,0,12,12,1
Juan Monjarres,76823,ED,TULANE,9,0,1,319,71.3,0,4,64,83.5,12.5,8,1,7.8,3,85,71,7,0,0,4,40,85.7,17.5,7,7.5,1,49,42,5
Carlos Hatcher,76824,ED,TULANE,12,1,0,319,62.2,3,9,169,84.5,6.5,11,0,5.9,4,213,180,16,1,1,6,89,86.7,9.0,8,8.4,4,105,91,11
Davon Wright,76825,ED,TULANE,12,0,0,319,56.6,2,13,210,100.0,5.2,11,1,5.5,4,224,224,19,0,1,7,99,100.0,7.1,7,7.1,3,102,102,11
Willie Smith III,76827,DI,HOUSTON,7,1,0,182,58.7,0,3,59,100.0,3.4,2,0,2.5,0,61,61,3,1,0,2,25,100.0,4.0,1,4.0,0,26,26,2
Tahj Brown,76828,DI,HOUSTON,1,0,0,182,59.1,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Ronnie Perkins,76830,ED,OKLAHOMA,14,1,0,261,62.7,4,8,231,87.4,6.1,14,0,5.2,6,278,243,18,0,2,4,71,90.4,8.5,6,8.5,3,83,75,9
Zach Petersen,76835,ED,IOWA STATE,5,0,0,193,54.6,0,0,13,100.0,0.0,0,0,0.0,0,14,14,0,0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Ochaun Mathis,76838,ED,TCU,4,0,0,305,52.6,0,1,20,85.2,0.0,0,0,2.5,0,27,23,1,0,0,0,6,77.8,0.0,0,0.0,0,9,7,0
Will McDonald IV,76842,ED,IOWA STATE,3,0,0,193,66.3,0,0,11,100.0,0.0,0,0,9.1,1,13,13,1,0,0,0,3,100.0,0.0,0,33.3,1,3,3,1
Azur Kamara,76843,ED,KANSAS,12,0,0,198,67.7,0,17,143,98.7,10.5,15,0,6.6,1,156,154,18,0,0,8,37,100.0,16.2,6,10.8,0,41,41,8
Najee Stevens-McKenzie,76844,ED,KANSAS,10,0,0,198,73.3,1,6,23,72.2,26.1,6,0,19.6,1,36,26,8,0,1,4,14,100.0,21.4,3,25.0,1,17,17,6
Darrius Moragne,76845,ED,KANSAS,11,0,0,198,57.7,0,4,55,93.7,5.5,3,2,3.6,0,63,59,4,0,0,2,13,100.0,7.7,1,7.7,0,16,16,2
Desjuan Johnson,76850,ED,TOLEDO,9,0,1,316,56.7,0,3,63,100.0,6.3,4,1,4.0,1,66,66,4,0,0,3,15,100.0,20.0,3,10.0,0,15,15,3
Melvin Johnson II,76851,ED,TOLEDO,6,0,0,316,54.7,0,0,30,100.0,0.0,0,0,0.0,0,33,33,0,0,0,0,8,100.0,0.0,0,0.0,0,9,9,0
Terrance Taylor,76852,ED,TOLEDO,9,1,1,316,73.6,3,5,82,100.0,13.4,11,5,8.5,3,89,89,11,0,1,2,27,100.0,18.5,5,13.0,2,29,29,5
Jamal Hines,76853,ED,TOLEDO,12,1,0,316,66.8,1,14,199,99.5,8.0,16,1,4.8,2,212,211,17,0,0,12,80,98.8,12.5,10,10.0,2,85,84,14
Jake Hudson,76854,ED,TOLEDO,1,0,0,316,62.4,0,0,11,100.0,9.1,1,0,0.0,0,12,12,0,0,0,0,1,100.0,100.0,1,0.0,0,1,1,0
Shannon Hall,76856,DI,BALL ST,12,3,0,117,58.9,1,12,251,100.0,4.4,11,1,3.0,1,264,264,14,0,0,5,77,100.0,6.5,5,4.5,1,82,82,6
Jalen Redmond,76861,ED,OKLAHOMA,3,0,0,261,61.4,0,2,15,90.0,6.7,1,0,6.7,0,20,18,2,0,0,1,6,77.8,16.7,1,8.3,0,9,7,1
Robert Cooper,76863,DI,FLORIDA ST,8,0,0,167,61.7,0,3,67,100.0,4.5,3,0,2.2,0,69,69,3,0,0,1,20,100.0,5.0,1,2.5,0,22,22,1
John Morgan III,76865,ED,PITTSBURGH,1,0,0,268,57.8,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Devin Danielson,76867,DI,PITTSBURGH,3,0,0,268,63.1,0,1,11,100.0,9.1,1,0,4.5,0,12,12,1,0,0,1,2,100.0,50.0,1,25.0,0,2,2,1
Michael Boykin,76869,DI,LOUISVILLE,9,0,0,210,53.3,0,1,107,99.1,0.0,0,1,1.4,1,109,108,2,0,0,1,33,100.0,0.0,0,4.5,1,33,33,2
Dejmi Dumervil-Jean,76870,DI,LOUISVILLE,10,0,0,210,55.5,0,1,44,100.0,0.0,0,1,1.1,0,50,50,1,0,0,1,9,100.0,0.0,0,5.6,0,12,12,1
Jared Goldwire,76871,DI,LOUISVILLE,8,0,0,210,57.2,2,2,101,100.0,2.0,2,2,2.0,0,105,105,4,0,1,2,36,100.0,2.8,1,4.2,0,38,38,3
Allen Love,76872,DI,LOUISVILLE,4,0,0,210,54.7,0,0,21,95.5,0.0,0,0,0.0,0,22,21,0,0,0,0,8,100.0,0.0,0,0.0,0,8,8,0
Rondell Bothroyd,76873,ED,WAKE,3,0,0,339,66.5,1,1,18,100.0,11.1,2,0,11.1,1,19,19,3,0,1,1,6,100.0,33.3,2,16.7,0,6,6,2
Dion Bergan Jr.,76874,DI,WAKE,13,0,0,339,54.8,0,1,74,100.0,1.4,1,0,0.7,0,77,77,1,0,0,0,24,100.0,0.0,0,0.0,0,25,25,0
Caleb Okechukwu,76877,ED,SYRACUSE,1,0,0,304,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,,,0,,0,0,0,0
Ja'Quon Griffin,76882,DI,GA TECH,3,0,0,176,57.7,0,0,9,100.0,0.0,0,0,0.0,0,9,9,0,0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
T.K. Chimedza,76883,DI,GA TECH,3,0,0,176,56.3,0,0,8,100.0,0.0,0,0,0.0,0,8,8,0,0,0,0,0,,,0,,0,0,0,0
Aaron Faumui,76885,DI,VIRGINIA,12,0,0,335,65.7,3,9,151,98.7,6.6,10,0,4.6,1,157,155,13,0,2,6,58,98.4,10.3,6,8.6,1,63,62,9
Eli Adams,76886,ED,VA TECH,2,0,0,337,47.5,0,1,6,100.0,0.0,0,1,8.3,0,7,7,1,0,0,1,4,100.0,0.0,0,12.5,0,4,4,1
Nesta Jade Silvera,76888,DI,MIAMI FL,7,0,0,220,61.1,1,2,47,100.0,8.5,4,1,3.2,0,47,47,3,0,0,1,18,100.0,5.6,1,2.8,0,18,18,1
Greg Rousseau,76889,ED,MIAMI FL,1,0,0,220,56.8,0,0,3,75.0,0.0,0,0,0.0,0,4,3,0,0,0,0,0,,,0,,0,0,0,0
Lwal Uguak,76898,ED,UCONN,12,3,0,146,60.3,0,13,234,100.0,4.3,10,2,2.8,0,244,244,13,1,0,9,81,100.0,8.6,7,5.6,0,86,86,9
Randy Charlton,76902,ED,UCF,13,2,0,323,61.9,1,11,140,90.3,5.0,7,5,5.0,1,165,149,13,1,1,4,64,88.5,6.3,4,3.9,0,78,69,5
Chris Clark,76907,ED,MEMPHIS,1,0,0,218,57.8,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Corteze Love,76909,ED,MEMPHIS,3,0,0,218,59.3,0,0,15,100.0,6.7,1,0,0.0,0,15,15,0,0,0,0,4,100.0,25.0,1,0.0,0,4,4,0
Keith Brigham,76910,DI,MEMPHIS,7,1,0,218,56.2,0,2,79,100.0,1.3,1,0,1.3,0,84,84,2,0,0,1,17,100.0,0.0,0,2.9,0,19,19,1
Travis Jones,76914,DI,UCONN,12,0,1,146,64.1,1,6,150,100.0,4.7,7,3,3.0,1,159,159,8,0,1,2,33,100.0,9.1,3,4.5,0,37,37,3
Pierce DeVaughn,76916,ED,UCONN,3,0,0,146,58.0,0,2,30,100.0,6.7,2,0,3.3,0,30,30,2,0,0,2,13,100.0,15.4,2,7.7,0,13,13,2
Jonathan Pace,76917,ED,UCONN,12,0,1,146,51.0,0,6,218,100.0,1.8,4,1,1.4,0,224,224,6,0,0,2,67,100.0,3.0,2,1.5,0,69,69,2
Logan Hall,76919,DI,HOUSTON,13,1,1,182,57.8,0,6,117,100.0,1.7,2,2,2.6,0,126,126,6,0,0,0,25,100.0,0.0,0,0.0,0,28,28,0
Dorian Hardy,76920,ED,E CAROLINA,1,0,0,156,58.3,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Woo Scott,76922,DI,E MICHIGAN,11,0,0,160,59.5,1,2,76,100.0,3.9,3,0,2.0,0,82,82,3,0,0,0,17,100.0,0.0,0,0.0,0,18,18,0
Moro Ojomo,76927,ED,TEXAS,3,0,0,311,62.1,0,0,12,100.0,8.3,1,0,0.0,0,12,12,0,0,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Keondre Coburn,76928,DI,TEXAS,3,0,0,311,65.1,0,1,12,100.0,8.3,1,0,4.2,0,12,12,1,0,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Sam Cookman,76931,ED,W VIRGINIA,1,0,0,343,56.3,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Dante Stills,76937,ED,W VIRGINIA,12,0,0,343,63.9,2,9,117,99.2,9.4,11,0,5.6,1,128,127,12,0,1,3,25,96.4,20.0,5,8.0,0,28,27,4
Jaylon Hutchings,76940,DI,TEXAS TECH,3,0,0,315,56.3,0,0,16,100.0,0.0,0,0,0.0,0,17,17,0,0,0,0,7,100.0,0.0,0,0.0,0,7,7,0
Karl Brooks,76941,ED,BOWL GREEN,11,0,0,122,67.7,2,11,172,100.0,11.0,19,0,5.5,3,180,180,16,0,1,6,71,100.0,18.3,13,6.3,1,75,75,8
DeMontae Haigler,76943,DI,BOWL GREEN,9,0,0,122,57.8,2,2,143,99.4,3.5,5,4,2.8,2,158,157,6,0,0,1,59,100.0,3.4,2,2.5,1,65,65,2
Jahneil Douglas,76955,DI,TOLEDO,3,0,0,316,56.0,0,0,16,100.0,0.0,0,0,0.0,0,16,16,0,0,0,0,6,100.0,0.0,0,0.0,0,6,6,0
Andre Carter,76957,ED,W MICHIGAN,4,0,0,347,58.8,0,1,16,100.0,0.0,0,0,3.1,0,18,18,1,0,0,0,3,100.0,0.0,0,0.0,0,4,4,0
Braden Fiske,76958,DI,W MICHIGAN,2,0,0,347,57.3,0,1,7,100.0,0.0,0,0,7.1,0,7,7,1,0,0,1,4,100.0,0.0,0,12.5,0,4,4,1
Will McCabe,76959,DI,W MICHIGAN,4,0,0,347,63.1,0,0,12,100.0,8.3,1,0,8.3,1,12,12,1,0,0,0,6,100.0,0.0,0,0.0,0,6,6,0
Ronnie Buford,76960,ED,W MICHIGAN,2,0,0,347,54.9,0,0,5,50.0,0.0,0,0,0.0,0,10,5,0,0,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Tuni Ropati,76963,DI,BALL ST,12,0,0,117,52.5,0,0,139,100.0,0.0,0,5,0.0,0,145,145,0,0,0,0,32,100.0,0.0,0,0.0,0,35,35,0
Ty Eddington,76968,DI,E MICHIGAN,11,1,0,160,66.0,0,2,84,100.0,1.2,1,2,3.6,2,89,89,4,0,0,1,13,100.0,0.0,0,3.8,0,13,13,1
Mikey Haney,76969,DI,E MICHIGAN,1,0,0,160,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,,,0,,0,0,0,0
Shawn Simeon,76970,ED,E MICHIGAN,5,0,0,160,55.7,0,2,27,100.0,3.7,1,0,3.7,0,28,28,2,0,0,2,11,100.0,9.1,1,9.1,0,11,11,2
Turan Rush,76971,ED,E MICHIGAN,13,1,0,160,57.3,1,7,178,100.0,3.9,7,2,3.9,3,190,190,11,0,0,3,50,100.0,4.0,2,5.0,1,52,52,4
Amir Siddiq,76973,ED,C MICHIGAN,5,0,0,134,54.8,0,2,24,93.1,4.2,1,0,8.3,1,29,27,3,0,0,0,9,100.0,11.1,1,11.1,1,11,11,1
LaQuan Johnson Jr.,76978,DI,C MICHIGAN,4,0,1,134,67.7,0,5,95,98.0,8.4,8,1,4.7,2,100,98,7,0,0,5,33,97.2,15.2,5,10.6,1,36,35,6
Cole Baker,76979,DI,OHIO,13,1,0,259,56.1,3,5,157,100.0,3.2,5,1,2.5,0,168,168,8,1,1,3,72,100.0,2.8,2,2.8,0,76,76,4
Bryce Stai,76986,ED,OHIO,3,0,0,259,53.6,0,0,19,90.9,0.0,0,0,0.0,0,22,20,0,0,0,0,8,90.0,0.0,0,0.0,0,10,9,0
Michael Stuhldreer,76990,DI,AKRON,1,0,0,102,57.2,0,0,8,100.0,0.0,0,0,0.0,0,8,8,0,0,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Tahj Rice,76993,DI,DUKE,12,0,0,154,56.7,0,0,35,97.3,2.9,1,0,2.9,1,37,36,1,0,0,0,18,100.0,5.6,1,5.6,1,18,18,1
Elijiah Brown,76994,DI,DUKE,1,0,0,154,60.1,0,0,16,100.0,6.3,1,0,0.0,0,16,16,0,0,0,0,5,100.0,20.0,1,0.0,0,5,5,0
Tommy Christ,76995,DI,VIRGINIA,6,2,0,335,56.5,0,1,95,100.0,0.0,0,0,0.5,0,98,98,1,2,0,0,17,100.0,0.0,0,0.0,0,19,19,0
Alim McNeill,76996,DI,NC STATE,13,3,0,248,69.4,2,15,235,99.2,7.7,18,1,4.9,3,247,245,20,2,2,8,83,100.0,12.0,10,6.0,0,88,88,10
Val Martin,76997,DI,NC STATE,4,0,0,248,62.9,0,1,29,100.0,6.9,2,0,1.7,0,29,29,1,0,0,0,8,100.0,0.0,0,0.0,0,8,8,0
Darnell Jefferies,76999,DI,CLEMSON,1,0,0,140,58.9,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Jaxon Player,77002,DI,TULSA,10,0,0,320,64.3,0,3,61,100.0,8.2,5,1,2.5,0,69,69,3,0,0,2,10,100.0,20.0,2,10.0,0,11,11,2
Shabazz Dotson,77003,ED,SMU,1,0,0,287,57.3,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Darren Brown,77004,ED,SMU,2,0,0,287,61.6,0,1,11,100.0,9.1,1,0,4.5,0,12,12,1,0,0,1,6,100.0,16.7,1,8.3,0,6,6,1
Terrance Newman,77005,DI,SMU,8,0,0,287,55.7,0,1,48,100.0,2.1,1,1,1.0,0,49,49,1,0,0,0,15,100.0,0.0,0,0.0,0,15,15,0
Atunaisa Vainikolo,77007,DI,BUFFALO,5,0,0,126,60.3,0,2,23,100.0,4.3,1,0,4.3,0,23,23,2,0,0,1,4,100.0,25.0,1,12.5,0,4,4,1
Jordan Kelley,77009,DI,OKLAHOMA,1,0,0,261,63.8,0,1,8,100.0,12.5,1,0,6.3,0,8,8,1,0,0,1,1,100.0,100.0,1,50.0,0,1,1,1
Izaih Filikitonga,77015,DI,TCU,1,0,0,305,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,,,0,,0,0,0,0
Isaiah Lee,77016,DI,IOWA STATE,2,0,0,193,57.6,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Jelani Brown,77018,DI,KANSAS,12,0,0,198,56.7,0,1,87,97.9,0.0,0,1,0.6,0,96,94,1,0,0,0,12,100.0,0.0,0,0.0,0,13,13,0
Codey Cole III,77019,ED,KANSAS,12,0,0,198,63.4,1,6,94,99.0,8.5,8,0,4.8,1,103,102,8,0,1,3,19,100.0,21.1,4,10.5,0,21,21,4
Jahlil Taylor,77023,DI,N CAROLINA,2,0,0,245,54.5,1,0,30,100.0,0.0,0,0,1.7,0,32,32,1,0,1,0,11,100.0,0.0,0,4.5,0,11,11,1
Emeka Jillani,77025,DI,BALL ST,7,0,0,117,56.2,0,0,29,100.0,0.0,0,1,0.0,0,30,30,0,0,0,0,10,100.0,0.0,0,0.0,0,10,10,0
DeShondrick Foxworth,77026,DI,BUFFALO,13,0,0,126,59.3,2,4,131,100.0,4.6,6,1,3.1,1,134,134,7,0,1,1,38,100.0,5.3,2,2.6,0,39,39,2
Eddie Wilson,77027,DI,BUFFALO,14,0,0,126,59.2,0,0,102,100.0,2.9,3,0,1.0,1,107,107,1,0,0,0,20,100.0,5.0,1,0.0,0,20,20,0
Robert Hicks,77097,LB,LOUISVILLE,7,0,0,210,70.2,0,0,1,1.8,0.0,0,0,100.0,1,57,1,1,0,0,0,1,4.8,0.0,0,0.0,0,21,1,0
Yasir Abdullah,77100,LB,LOUISVILLE,6,1,0,210,65.8,0,3,16,53.1,12.5,2,0,9.4,0,32,17,3,1,0,2,9,90.0,22.2,2,11.1,0,10,9,2
