player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures,year
Paul Oyewale,157294,ED,TCU,11,0,0,305,62.4,0,14,199,99.1,9.5,19,0,4.5,2,214,212,16,0,60.1,0,3,41,100.0,9.8,4,6.1,1,43,43,4,2023
Paxton Schrimsher,35715,ED,SO MISS,13,2,0,296,68.8,5,8,115,50.8,10.4,12,1,10.9,6,240,122,19,1,74.0,3,6,55,76.0,14.5,8,17.3,5,75,57,14,2018
Payton Turner,56624,ED,HOUSTON,11,5,0,182,59.3,3,13,287,99.7,3.8,11,1,2.8,0,300,299,16,2,,0,8,86,100.0,4.7,4,4.7,0,94,94,8,2019
Payton Wilson,77127,LB,NC STATE,10,0,1,248,70.3,4,12,100,25.3,14.0,14,6,12.0,4,427,108,20,0,69.5,2,7,47,49.5,21.3,10,9.6,0,107,53,9,2020
Penei Pavihi,52079,ED,HAWAII,9,0,0,180,52.2,1,4,112,84.7,2.7,3,0,3.1,1,137,116,6,0,47.8,0,0,43,90.0,0.0,0,0.0,0,50,45,0,2020
Pepe Tanuvasa,58020,ED,BYU,13,0,0,128,67.5,5,7,120,69.9,12.5,15,1,5.8,1,186,130,13,0,65.9,3,2,46,96.3,15.2,7,5.4,0,54,52,5,2021
Perez Ford,16487,ED,N ILLINOIS,13,0,0,254,85.7,10,28,324,83.6,13.9,45,3,7.7,6,403,337,44,0,89.7,6,21,119,88.0,26.1,31,15.5,5,142,125,32,2015
Pete Robertson,11317,LB,TEXAS TECH,12,0,0,315,70.2,9,18,267,64.3,13.1,35,0,6.9,5,431,277,32,0,69.6,4,9,106,91.6,17.0,18,8.0,2,119,109,15,2015
Peter Kalambayi,50089,ED,STANFORD,14,0,0,300,62.4,8,22,237,70.8,8.9,21,2,8.4,5,359,254,35,0,66.1,4,14,98,83.5,14.3,14,12.2,3,133,111,21,2018
Peter Ngobidi,50271,ED,UMASS,12,1,0,216,59.9,1,9,170,75.7,7.1,12,2,3.5,1,230,174,11,0,60.9,0,3,62,77.1,9.7,6,4.0,1,83,64,4,2016
Peter Woods,170034,ED,CLEMSON,11,0,0,140,73.3,4,13,207,98.2,13.5,28,0,5.6,3,225,221,20,0,76.6,4,9,82,100.0,22.0,18,9.1,1,91,91,14,2024
Petera Wilson Jr.,12610,ED,TULSA,13,0,2,320,76.2,4,28,196,89.0,18.9,37,3,11.7,7,227,202,39,0,76.8,0,11,63,88.2,27.0,17,15.1,4,76,67,15,2016
Peyton Pelluer,50974,LB,WASH STATE,13,1,1,341,67.6,3,18,106,28.2,6.6,7,2,15.6,6,433,122,27,0,,2,6,45,46.8,13.3,6,17.8,4,109,51,12,2019
Pharoah McKever,39669,ED,NC STATE,9,0,0,248,53.9,3,3,118,94.0,5.1,6,0,4.2,2,134,126,8,0,54.9,1,2,55,96.8,5.5,3,6.4,2,63,61,5,2014
Pheldarius Payne,129709,ED,NEBRASKA,10,0,0,238,62.3,0,7,126,93.5,9.5,12,0,4.4,2,139,130,9,0,66.7,0,4,53,89.8,17.0,9,7.5,2,59,53,6,2021
Phil Campbell III,43402,LB,PITTSBURGH,13,0,0,268,58.9,4,10,144,35.4,4.9,7,0,9.0,6,427,151,20,0,59.8,3,4,58,48.8,5.2,3,12.9,4,125,61,11,2021
Phillip Lee,147269,ED,TROY,12,0,2,318,77.5,9,8,131,69.4,12.2,16,2,9.5,4,206,143,21,0,80.3,3,5,45,74.6,26.7,12,13.3,2,63,47,10,2024
Pierce DeVaughn,76916,ED,UCONN,11,1,0,146,59.4,3,5,160,99.4,6.3,10,1,3.1,1,166,165,9,0,61.8,1,2,45,100.0,11.1,5,5.6,1,47,47,4,2021
Pierce Oppong,130570,ED,N ILLINOIS,13,0,0,254,61.9,1,13,163,94.0,8.6,14,0,4.3,0,183,172,14,0,64.0,0,7,69,91.1,11.6,8,5.1,0,79,72,7,2024
Pita Taumoepenu,11957,ED,UTAH,13,0,0,328,81.0,9,32,384,96.4,12.0,46,2,7.9,10,417,402,51,0,76.5,5,24,179,96.9,17.3,31,10.9,5,194,188,34,2016
Poncho Barnwell,18989,ED,DOMINION,12,1,0,263,59.0,2,8,201,99.5,4.0,8,2,3.5,2,208,207,12,1,61.2,1,4,55,100.0,10.9,6,6.4,1,59,59,6,2015
Popeye Williams,156317,ED,W MICHIGAN,13,0,0,347,58.4,4,15,200,91.0,8.5,17,1,5.3,1,234,213,20,0,57.9,2,8,82,88.5,11.0,9,7.3,1,96,85,11,2024
Porter Gustin,50290,ED,USC,6,0,0,326,68.2,5,16,167,95.3,11.4,19,4,10.5,7,191,182,28,0,,3,10,73,94.1,17.8,13,15.8,5,85,80,18,2019
Power Echols,143961,LB,N CAROLINA,13,0,0,245,66.8,2,11,80,18.0,11.3,9,0,8.1,0,490,88,13,0,64.7,1,5,42,27.0,11.9,5,7.1,0,174,47,6,2023
Praise Amaewhule,82185,ED,UTEP,12,3,0,330,81.6,5,21,240,98.4,15.0,36,1,7.5,5,258,254,31,0,76.7,1,4,41,100.0,26.8,11,11.0,2,45,45,7,2023
Praise Martin-Oguike,50276,ED,TEMPLE,14,0,0,306,81.5,5,24,275,99.3,14.9,41,0,7.8,7,288,286,36,0,83.0,3,8,72,100.0,22.2,16,14.6,5,76,76,16,2016
Preston Smith,9471,ED,MISS STATE,13,2,0,227,82.6,8,24,308,91.6,12.3,38,2,8.4,10,346,317,42,0,86.4,4,11,113,95.9,22.1,25,13.7,8,123,118,23,2014
Prince Dorbah,123113,ED,ARIZONA ST,11,1,1,110,58.2,6,12,240,97.0,7.1,17,1,5.0,3,264,256,21,1,57.6,1,6,96,97.1,7.3,7,5.7,2,105,102,9,2024
Princely Umanmielen,124398,ED,OLE MISS,12,0,0,226,91.5,16,28,267,94.1,22.8,61,0,12.4,11,306,288,55,0,90.9,8,12,104,96.6,31.7,33,16.3,7,116,112,27,2024
Princewill Umanmielen,170245,ED,NEBRASKA,12,1,0,238,72.9,3,15,102,81.5,16.7,17,0,8.8,0,135,110,18,0,72.1,2,12,58,88.9,19.0,11,12.1,0,72,64,14,2024
Pryce Yates,147408,ED,UCONN,7,1,0,146,62.1,3,13,189,96.1,9.0,17,2,6.3,4,204,196,20,0,60.9,2,8,68,97.3,13.2,9,10.3,2,74,72,12,2024
Psalm Wooching,50220,ED,WASHINGTON,14,0,0,340,63.1,8,13,290,84.9,6.9,20,2,5.7,6,357,303,27,0,68.6,4,8,111,85.5,10.8,12,9.0,4,138,118,16,2016
Qaadir Sheppard,36471,ED,OLE MISS,12,0,2,226,72.1,8,18,212,92.6,14.6,31,8,7.1,2,243,225,28,0,,2,12,70,90.5,22.9,16,10.0,0,84,76,14,2019
Qua Russaw,172395,ED,ALABAMA,13,0,0,103,58.4,2,10,131,62.9,9.2,12,1,5.3,1,221,139,13,0,60.7,1,7,58,79.2,13.8,8,8.6,1,77,61,9,2024
Quae Drake,79192,ED,LA MONROE,12,1,0,209,57.3,3,5,177,63.1,4.0,7,0,2.3,0,290,183,8,0,54.0,1,2,59,79.2,5.1,3,2.5,0,77,61,3,2022
Quandarrius Robinson,123932,ED,ALABAMA,9,0,0,103,90.3,6,10,100,74.0,24.0,24,2,11.0,3,146,108,19,0,89.9,2,9,47,87.7,34.0,16,16.0,2,57,50,13,2024
Quanzell Lambert,48375,ED,RUTGERS,12,0,0,278,61.1,7,6,193,96.1,7.3,14,0,4.4,2,207,199,15,0,59.3,2,3,60,96.8,10.0,6,5.8,1,62,60,6,2015
Quashon Fuller,99758,ED,MARYLAND,11,1,0,215,53.8,2,6,233,98.8,3.4,8,0,2.6,2,248,245,10,0,51.4,0,5,94,97.1,3.2,3,2.7,0,102,99,5,2024
Quaun Daniels,18390,ED,GA SOUTHRN,9,0,0,174,56.3,1,12,153,95.9,5.9,9,0,5.6,2,169,162,15,0,60.9,0,8,64,95.7,12.5,8,7.8,1,70,67,9,2014
Quay Walker,82547,LB,GEORGIA,15,1,1,173,69.8,5,18,110,27.6,9.1,10,3,12.3,2,413,114,25,0,71.6,2,10,51,32.5,15.7,8,13.7,1,163,53,13,2021
Quayshawn Nealy,9992,LB,GA TECH,14,2,0,176,70.6,4,8,97,21.6,6.2,6,1,9.3,3,454,98,15,0,65.8,2,5,49,25.7,10.2,5,13.3,3,191,49,10,2014
Quentin Gause,11070,LB,RUTGERS,12,0,0,278,64.9,4,8,88,26.4,3.4,3,0,10.2,3,345,91,15,0,64.0,3,6,52,43.2,5.8,3,10.6,1,125,54,10,2015
Quentin Poling,51491,LB,OHIO,13,2,0,259,80.4,6,12,117,23.5,10.3,12,0,12.8,6,514,121,24,0,73.1,3,3,45,25.7,11.1,5,15.6,4,175,45,10,2018
Quentin Wilfawn,121442,ED,S ALABAMA,13,2,0,288,72.8,7,21,167,50.7,12.0,20,2,12.6,7,349,177,35,1,78.8,6,17,82,73.7,18.3,15,20.1,5,118,87,28,2023
Quincy Roche,43734,ED,MIAMI FL,10,1,0,220,87.7,5,25,305,96.7,14.1,43,5,6.9,6,334,323,36,0,88.6,4,12,113,97.5,19.5,22,10.6,4,122,119,20,2020
Quindario Lee,145707,ED,C MICHIGAN,11,0,0,134,62.4,6,15,225,100.0,8.4,19,1,5.6,2,236,236,23,0,62.9,1,11,95,100.0,13.7,13,8.4,2,101,101,14,2023
Quindarius Dunnigan,98193,ED,MIDDLE TN,12,7,1,224,67.8,4,16,301,97.3,8.3,25,2,4.3,3,331,322,23,0,57.4,3,6,79,97.7,10.1,8,7.0,1,87,85,10,2023
Quinn Roff,131954,ED,WASH STATE,10,0,0,341,85.3,3,5,118,94.9,16.9,20,2,5.9,3,138,131,11,0,91.7,1,3,42,98.0,31.0,13,9.5,2,49,48,6,2024
Quintayvious Hutchins,143827,ED,BOSTON COL,13,0,0,121,72.2,9,12,218,94.0,13.3,29,2,6.7,4,248,233,25,0,72.2,5,9,100,96.4,20.0,20,10.0,3,111,107,17,2024
Quintin Wirginis,50992,LB,PITTSBURGH,13,0,0,268,60.3,3,10,111,59.1,7.2,8,0,9.5,4,198,117,17,0,64.5,0,6,59,70.5,10.2,6,11.9,4,88,62,10,2016
Quintin Wynne,27823,ED,N ILLINOIS,14,0,0,254,69.2,6,11,182,98.5,12.1,22,4,5.8,2,197,194,19,0,,3,8,67,98.6,20.9,14,9.7,1,71,70,12,2019
Quinton Bradley,17285,ED,IDAHO,12,4,0,185,77.0,11,28,338,99.2,11.8,40,2,7.2,5,355,352,44,0,79.1,3,14,93,99.0,19.4,18,11.3,2,99,98,19,2015
R Mason Thomas,158080,ED,OKLAHOMA,13,1,1,261,87.2,10,16,231,83.5,14.3,33,4,9.5,9,291,243,35,0,93.2,6,10,74,82.5,31.1,23,18.9,6,97,80,22,2024
R.J. Oben,98342,ED,NOTRE DAME,16,0,1,258,77.1,0,9,185,96.0,13.0,24,2,3.0,1,202,194,10,0,82.9,0,2,69,97.3,18.8,13,2.9,1,73,71,3,2024
Ra'Shawde Myers,14640,ED,MARSHALL,14,1,1,214,57.0,2,9,296,99.4,3.4,10,3,3.5,5,313,311,16,0,55.7,1,5,98,100.0,4.1,4,6.1,3,103,103,9,2014
Raam Stevenson,146517,ED,WASH STATE,13,0,0,341,57.5,3,9,207,93.4,6.3,13,0,3.9,2,229,214,14,0,58.5,2,6,80,91.2,10.0,8,7.5,2,91,83,10,2024
Raashed Kennion,27915,ED,AUBURN,8,0,0,115,53.5,2,4,127,94.3,2.4,3,1,2.4,0,140,132,6,0,57.6,1,4,54,95.0,5.6,3,4.6,0,60,57,5,2015
Racheem Boothe,43426,LB,SO MISS,11,1,0,296,57.7,4,15,122,40.1,6.6,8,1,9.4,2,317,127,21,0,,3,12,75,63.2,8.0,6,10.0,0,125,79,15,2019
Raishein Thomas,130580,ED,N ILLINOIS,13,1,1,254,66.7,2,21,230,95.6,9.6,22,4,6.3,3,252,241,26,1,71.1,0,11,74,93.3,18.9,14,11.5,3,89,83,14,2023
Ramon Puryear,98138,ED,LOUISVILLE,13,0,0,210,64.7,4,17,315,96.2,8.3,26,0,4.6,4,346,333,25,0,69.4,2,13,135,96.7,14.1,19,8.5,4,151,146,19,2024
Randy Allen,50150,ED,S ALABAMA,13,2,1,288,88.0,16,41,334,96.3,18.9,63,6,12.1,12,375,361,69,1,90.3,5,25,127,97.1,29.9,38,16.5,6,138,134,36,2016
Randy Charlton,76902,ED,MISS STATE,13,1,0,227,55.6,1,14,282,95.8,4.3,12,1,4.4,5,310,297,20,0,58.1,1,8,97,94.6,8.2,8,7.7,3,112,106,12,2022
Randy Gregory,9493,ED,NEBRASKA,11,4,1,238,79.1,11,36,317,97.6,13.9,44,2,9.3,6,335,327,53,2,79.0,7,23,150,98.7,18.7,28,12.7,4,159,157,34,2014
Randy Ramsey,39094,ED,ARKANSAS,10,0,0,111,62.3,4,14,205,96.0,6.8,14,5,6.3,4,226,217,22,0,,3,8,90,95.0,12.2,11,9.4,3,101,96,14,2019
Randy Ricks,25541,ED,S DIEGO ST,4,0,1,284,62.1,1,7,104,83.8,9.6,10,6,4.8,1,130,109,9,0,62.5,1,3,48,80.0,12.5,6,6.3,1,65,52,5,2016
Rashaad Townes,50651,ED,APP STATE,12,0,1,108,70.6,4,18,244,65.8,9.4,23,2,6.6,5,389,256,27,0,76.3,2,12,111,73.6,17.1,19,9.9,4,159,117,18,2018
Rashaan Evans,50213,LB,ALABAMA,12,0,0,103,84.3,10,14,107,31.9,17.8,19,2,17.8,7,345,110,31,0,85.5,8,10,63,49.2,22.2,14,22.2,5,132,65,23,2018
Rashad Byrd,44306,LB,GA SOUTHRN,13,2,0,174,72.2,2,14,86,25.3,15.1,13,1,11.6,2,356,90,18,0,75.8,1,9,41,41.0,26.8,11,14.6,1,105,43,11,2020
Rashad Dillard,50223,ED,TROY,13,0,0,318,81.9,18,40,326,87.0,19.6,64,5,11.3,8,399,347,66,0,80.2,7,27,150,92.4,26.7,40,15.3,6,172,159,40,2016
Rashad Weaver,42495,ED,PITTSBURGH,9,2,1,268,90.0,6,32,284,99.7,17.6,50,3,10.2,10,307,306,48,0,91.4,5,16,109,100.0,25.7,28,17.9,9,117,117,30,2020
Rashad Williams,14454,ED,GA SOUTHRN,12,0,0,174,56.7,1,2,115,97.6,4.3,5,1,2.2,1,124,121,4,0,60.4,1,2,48,96.3,8.3,4,5.2,1,54,52,4,2014
Rashan Gary,42905,ED,MICHIGAN,9,0,0,222,71.5,5,17,173,100.0,14.5,25,1,8.7,4,189,189,26,0,,0,14,75,100.0,17.3,13,9.3,0,86,86,14,2019
Ray Bush,15544,LB,TOLEDO,13,0,0,316,75.2,5,6,87,24.7,18.4,16,1,12.1,5,373,92,16,0,80.0,3,5,43,42.5,25.6,11,18.6,4,113,48,12,2014
Ray Stovall,12652,ED,LA MONROE,10,0,0,209,72.4,7,11,137,55.6,9.5,13,0,10.2,5,266,148,23,0,62.3,4,4,63,69.6,11.1,7,9.5,2,102,71,10,2014
Ray Thornton,43941,ED,TEXAS,12,0,0,311,53.8,0,6,174,71.5,5.2,9,1,2.3,1,256,183,7,0,56.7,0,3,55,85.5,9.1,5,4.5,1,69,59,4,2021
Ray Wilborn,77573,LB,BALL ST,12,3,0,117,65.6,0,5,118,34.4,3.4,4,3,5.5,4,358,123,9,1,,0,2,50,46.9,6.0,3,6.0,2,113,53,4,2019
Raymond Cutts,97777,ED,TROY,12,0,0,318,67.4,11,19,227,97.6,11.9,27,1,6.6,0,248,242,30,0,65.5,3,11,81,98.8,13.6,11,8.6,0,84,83,14,2024
Raymond Davison,50742,LB,CAL,12,0,0,130,69.7,3,11,147,43.7,5.4,8,1,7.5,4,343,150,18,0,78.3,3,7,65,54.0,9.2,6,12.3,3,126,68,13,2018
Raymond Johnson III,56356,ED,GA SOUTHRN,13,1,0,174,90.3,9,33,294,99.0,17.3,51,0,9.5,7,310,307,49,1,90.2,5,17,89,100.0,31.5,28,14.6,2,93,93,24,2020
Rayshard Ashby,58267,LB,VA TECH,11,0,0,337,53.2,8,9,102,25.2,2.9,3,1,12.3,4,437,110,21,0,49.8,3,4,46,31.5,4.3,2,12.0,2,165,52,9,2020
Reco Hannah,98644,ED,NEW MEXICO,12,0,0,241,65.5,4,19,141,51.0,10.6,15,2,11.0,4,290,148,27,0,67.3,3,8,60,53.5,13.3,8,12.5,2,114,61,13,2022
Reggie Grimes II,122927,ED,OKLAHOMA,13,0,0,261,60.9,2,18,231,88.9,8.2,19,1,6.5,5,271,241,25,0,70.0,1,6,65,85.7,18.5,12,11.5,4,77,66,11,2022
Reggie Ragland,10675,LB,ALABAMA,15,3,0,103,75.6,5,12,103,22.8,11.7,12,0,11.2,3,474,108,20,0,68.8,4,7,55,32.8,12.7,7,11.8,1,174,57,12,2015
Reggie Walker,26885,ED,KANSAS ST,12,1,2,199,72.5,5,21,355,95.1,9.3,33,4,5.9,8,388,369,34,0,,2,13,102,93.9,14.7,15,13.2,6,115,108,21,2019
Reginald Hughes,157136,LB,JVILLE ST,13,0,1,196,63.7,4,19,166,47.9,12.0,20,2,10.5,6,380,182,29,0,70.1,3,9,67,68.2,19.4,13,14.9,4,107,73,16,2024
Rene Konga,129880,ED,RUTGERS,10,0,0,278,57.7,2,4,111,100.0,6.3,7,0,3.6,1,117,117,7,0,53.4,0,4,52,100.0,7.7,4,3.8,0,55,55,4,2023
Reshard Cliett,9644,ED,USF,11,0,0,327,68.5,2,16,133,58.5,6.0,8,0,11.3,6,241,141,24,0,66.6,0,5,45,77.3,11.1,5,12.2,3,66,51,8,2014
Reuben Foster,11786,LB,ALABAMA,15,0,0,103,68.7,12,6,93,18.6,14.0,13,1,14.0,4,500,93,22,0,74.9,6,3,50,23.8,18.0,9,15.0,3,210,50,12,2016
Reuben Frank,13320,ED,UCONN,12,0,0,146,69.4,2,18,188,56.9,14.4,27,2,5.9,1,360,205,21,0,64.4,1,7,80,94.7,13.8,11,6.3,1,94,89,9,2014
Rhashaun Epting,43019,ED,NEW MEXICO,12,1,0,241,63.0,1,13,179,76.7,10.6,19,2,7.8,7,253,194,21,1,,1,10,95,88.1,13.7,13,12.1,6,118,104,17,2019
Richard Jibunor,83016,ED,TROY,14,0,2,318,85.8,4,25,291,84.0,14.1,41,4,8.4,10,363,305,39,0,89.6,2,15,108,87.7,19.4,21,15.3,8,130,114,25,2023
Richard Kinley,97960,ED,LOUISVILLE,10,0,0,210,58.7,0,6,72,100.0,11.1,8,0,4.2,0,76,76,6,0,65.7,0,5,41,100.0,17.1,7,6.1,0,42,42,5,2024
Richie Hagarty,98121,ED,NWESTERN,11,1,1,256,63.2,1,11,151,98.2,7.3,11,2,5.3,2,163,160,14,1,60.6,1,5,65,98.5,6.2,4,7.7,2,67,66,8,2023
Rick D'Abreu,100955,ED,E CAROLINA,12,0,0,156,60.9,2,11,278,99.3,7.6,21,0,4.1,5,289,287,18,0,57.6,0,5,86,98.9,10.5,9,4.1,1,89,88,6,2021
Rick Wade,49618,ED,UCLA,10,0,0,324,58.1,1,9,173,97.3,7.5,13,1,3.5,1,188,183,11,0,61.3,1,5,66,98.6,13.6,9,4.5,0,69,68,6,2018
Rico Watson,99809,ED,USF,13,0,1,327,69.2,5,19,201,67.8,12.4,25,3,7.5,3,326,221,27,0,64.0,3,12,89,75.6,19.1,17,8.4,0,127,96,15,2024
Ridge James,15945,ED,S ALABAMA,11,0,0,288,57.7,1,6,105,93.3,4.8,5,0,4.3,1,120,112,8,0,67.5,1,4,42,95.7,11.9,5,8.3,1,46,44,6,2014
Riko Jeffers,58197,LB,TEXAS TECH,13,0,0,315,59.7,5,11,116,29.0,7.8,9,2,7.8,1,434,126,17,0,57.7,1,6,50,44.4,8.0,4,9.0,1,124,55,8,2021
Riley Bullough,12062,LB,MICH STATE,13,0,0,223,61.3,5,8,76,42.0,10.5,8,0,12.5,3,188,79,16,0,62.1,4,6,48,51.0,12.5,6,16.7,3,98,50,13,2014
Riley Sharp,90868,ED,OREGON ST,13,0,0,265,73.8,2,17,124,69.1,11.3,14,0,10.1,3,194,134,22,0,73.0,0,7,47,66.7,14.9,7,13.8,3,75,50,10,2022
Riley Tolsma,184018,ED,BALL ST,12,1,0,117,73.6,6,21,308,99.7,15.3,47,0,6.3,6,325,324,33,1,70.3,1,13,117,100.0,17.1,20,8.5,3,125,125,17,2024
Rob McCray,28474,ED,INDIANA,9,1,0,190,67.0,4,26,175,99.5,12.6,22,0,9.1,1,182,181,31,0,64.0,1,14,88,100.0,13.6,12,9.7,1,93,93,16,2016
Robert Beal Jr.,57840,ED,GEORGIA,15,1,0,173,65.9,4,19,249,80.4,10.8,27,1,5.8,3,322,259,26,1,68.4,1,14,103,84.0,16.5,17,8.3,1,131,110,16,2022
Robert Kennedy,50313,ED,TULANE,9,0,0,319,59.1,2,14,150,95.3,10.0,15,1,5.3,0,169,161,16,0,61.4,0,5,41,100.0,14.6,6,6.1,0,44,44,5,2016
Robert Singletary,13124,ED,UTSA,12,3,1,331,80.5,10,14,255,93.1,11.8,30,4,6.7,5,290,270,29,1,82.1,3,5,74,97.6,16.2,12,8.1,2,82,80,10,2014
Robert Stanley,50728,ED,FRESNO ST,14,3,0,169,59.0,4,11,303,82.9,3.6,11,0,4.1,5,386,320,20,0,61.7,4,5,93,92.5,7.5,7,9.1,4,106,98,13,2018
Robert Welsh,13349,ED,SYRACUSE,12,3,1,304,58.3,5,25,324,96.0,6.2,20,3,5.2,2,346,332,32,1,60.0,2,14,102,94.6,12.7,13,8.8,1,112,106,17,2014
Robinson Eugene,17935,ED,FAU,11,0,0,165,58.1,2,3,125,99.2,4.8,6,1,2.8,1,133,132,6,0,60.6,1,2,41,97.9,9.8,4,6.1,1,47,46,4,2015
Rocel McWilliams,38290,ED,S ALABAMA,12,0,2,288,60.9,1,7,164,97.7,4.9,8,4,3.7,2,176,172,10,0,67.1,1,6,58,96.8,10.3,6,9.5,2,62,60,9,2018
Rod Rook-Chungong,39466,ED,GA TECH,13,0,0,176,53.9,2,4,198,100.0,4.0,8,0,1.5,0,205,205,6,0,53.9,0,1,56,100.0,5.4,3,0.9,0,59,59,1,2016
Roe Wilkins,28429,ED,RICE,13,0,0,275,66.2,2,19,317,98.8,7.9,25,0,3.6,1,333,329,22,0,,0,11,108,99.1,13.9,15,6.0,1,112,111,12,2019
Roger Mann,56910,ED,UNLV,12,1,0,325,62.1,1,10,287,96.7,7.7,22,1,3.3,4,306,296,15,0,,1,5,75,95.0,14.7,11,6.7,2,80,76,8,2019
Roman Braglio,48504,ED,MARYLAND,13,0,1,215,57.3,4,14,310,99.4,4.8,15,6,3.5,2,331,329,20,0,58.4,2,8,114,99.2,7.0,8,5.3,1,122,121,11,2016
Roman Harrison,98983,ED,TENNESSEE,11,0,0,307,65.1,3,10,155,83.2,9.0,14,1,4.8,1,196,163,14,0,61.5,2,6,69,86.0,10.1,7,7.2,1,86,74,9,2023
Romello Height,123988,ED,GA TECH,12,1,0,176,73.8,6,23,262,91.0,11.5,30,2,6.7,3,310,282,32,0,69.8,1,15,82,90.1,22.0,18,11.0,1,101,91,17,2024
Romeo McKnight,43747,ED,CHARLOTTE,6,0,0,136,69.0,3,8,133,94.6,12.0,16,0,5.6,2,149,141,13,0,70.0,2,5,48,96.4,18.8,9,9.4,1,55,53,8,2020
Romeo Okwara,11250,ED,NOTRE DAME,13,0,0,258,63.9,6,12,245,76.5,6.5,16,4,6.9,8,345,264,26,0,64.0,1,9,93,84.3,10.8,10,9.7,4,115,97,14,2015
Ron Stone Jr.,81989,ED,WASH STATE,12,0,1,341,78.6,15,25,306,94.3,14.4,44,3,8.5,6,348,328,46,0,83.6,8,17,114,92.4,22.8,26,14.5,4,131,121,29,2023
Ron Thompson,10922,ED,SYRACUSE,12,3,0,304,82.1,5,24,289,93.8,13.5,39,4,7.4,7,320,300,36,0,75.7,3,11,110,91.9,18.2,20,9.1,3,124,114,17,2015
Ronald Triplette,145524,ED,UTSA,12,1,0,331,83.1,8,10,184,100.0,14.7,27,1,7.6,5,201,201,23,0,87.8,4,5,62,100.0,19.4,12,12.1,3,69,69,12,2024
Rondell Bothroyd,76873,ED,OKLAHOMA,13,0,1,261,63.0,5,18,264,93.2,11.0,29,1,4.4,0,295,275,23,0,69.8,4,7,73,88.5,20.5,15,7.5,0,87,77,11,2023
Ronheen Bingham,56326,ED,ARK STATE,13,3,0,113,94.1,15,38,273,93.5,30.0,82,3,13.0,9,307,287,62,1,,8,20,99,99.0,44.4,44,21.2,7,105,104,35,2019
Ronley Lakalaka,35729,LB,S DIEGO ST,13,0,1,284,55.2,8,11,244,56.7,5.7,14,4,4.7,2,455,258,21,0,,5,6,82,53.4,9.8,8,6.7,0,163,87,11,2019
Ronnie Perkins,76830,ED,OKLAHOMA,6,0,0,261,90.4,10,19,170,98.9,22.9,39,4,10.3,3,178,176,32,0,87.0,2,9,42,100.0,31.0,13,17.9,2,46,46,13,2020
Rori Blair,48440,ED,PITTSBURGH,11,0,0,268,52.7,3,9,310,99.7,3.5,11,3,2.9,3,325,324,15,0,55.6,0,5,84,100.0,6.0,5,4.2,1,86,86,6,2016
Ross Dzuris,48579,ED,NEBRASKA,13,0,1,238,65.7,3,33,435,98.9,9.0,39,4,5.7,7,456,451,43,0,68.4,1,21,164,98.8,14.6,24,9.8,5,173,171,27,2016
Roy Robertson-Harris,11341,ED,UTEP,12,1,0,330,65.8,9,14,267,92.6,7.5,20,0,6.6,6,299,277,29,1,66.3,6,4,105,92.7,9.5,10,9.5,5,123,114,15,2015
Roy Williams,158037,ED,N ILLINOIS,13,2,0,254,70.0,1,8,181,96.4,6.6,12,2,6.9,8,197,190,17,1,67.2,1,5,61,93.9,8.2,5,6.6,1,66,62,7,2024
Royce Jenkins-Stone,18575,LB,MICHIGAN,13,0,0,222,61.8,4,17,167,81.9,9.0,15,0,7.5,2,216,177,23,0,65.9,2,8,61,85.3,13.1,8,9.8,1,75,64,11,2015
Royce LaFrance,11519,ED,TULANE,12,4,0,319,73.9,3,21,293,97.4,11.3,33,2,6.5,7,307,299,31,0,81.7,2,16,99,98.1,24.2,24,14.1,5,104,102,23,2015
Rueben Bain Jr.,170082,ED,MIAMI FL,9,0,1,220,72.3,4,20,226,97.1,14.6,33,3,7.1,4,245,238,28,0,76.2,3,11,84,98.9,22.6,19,13.1,4,91,90,18,2024
Russell Davis II,158720,ED,ARIZONA,12,0,0,109,74.1,3,12,120,91.0,15.0,18,1,9.6,4,144,131,19,0,70.9,0,6,41,93.5,19.5,8,12.2,2,46,43,8,2023
Ryan Anderson,11804,ED,ALABAMA,15,0,0,103,77.8,17,32,346,84.5,12.7,44,3,10.5,12,427,361,61,0,82.1,9,20,158,89.0,19.6,31,14.9,9,181,161,38,2016
Ryan Bee,36551,ED,MARSHALL,11,1,0,214,64.3,5,17,254,97.4,9.4,24,2,6.7,6,271,264,28,0,65.3,2,3,75,97.5,13.3,10,7.3,3,79,77,8,2016
Ryan Bowman,42714,ED,WASHINGTON,14,0,0,340,75.8,4,29,235,93.6,16.6,39,1,7.4,1,265,248,34,0,,1,8,82,96.6,15.9,13,5.5,0,89,86,9,2019
